customerID,gender,Partner,Dependents,PhoneService,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,Churn
7503-EPSZW,Female,Yes,Yes,Yes,No,No,No,No,No,No,No,Two year,Yes,Mailed check,300 INR,No
5148-ORICT,Female,Yes,No,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,Two year,Yes,Mailed check,800 INR,No
1265-ZFOSD,Female,Yes,No,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,Two year,Yes,Mailed check,900 INR,No
9055-MOJJJ,Female,Yes,Yes,Yes,DSL,Yes,No,No,Yes,Yes,No,One year,No,Mailed check,700 INR,No
3913-RDSJZ,Female,Yes,No,Yes,No,No,No,No,No,No,No,Two year,No,Mailed check,300 INR,No
0744-GKNGE,Female,Yes,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),900 INR,No
3612-YUNGG,Male,Yes,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),1100 INR,No
6872-HXFNF,Female,Yes,No,Yes,DSL,No,No,Yes,Yes,No,No,One year,No,Bank transfer (automatic),600 INR,No
2434-EEVDB,Female,Yes,No,Yes,Fiber optic,Yes,No,Yes,No,Yes,No,Two year,Yes,Credit card (automatic),1000 INR,No
9974-JFBHQ,Male,No,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),1000 INR,No
9135-HSWOC,Male,Yes,Yes,Yes,No,No,No,No,No,No,No,Two year,Yes,Bank transfer (automatic),200 INR,No
2789-CZANW,Female,Yes,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),1200 INR,No
0595-ITUDF,Male,Yes,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,1000 INR,No
8259-DZLIZ,Female,Yes,Yes,Yes,DSL,No,Yes,No,No,No,No,One year,Yes,Bank transfer (automatic),600 INR,No
7508-DQAKK,Female,No,No,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),900 INR,No
0868-VJRDR,Male,Yes,No,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),1100 INR,No
5966-EMAZU,Male,Yes,No,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,One year,Yes,Mailed check,1100 INR,No
2067-QYTCF,Female,Yes,No,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,1200 INR,No
3327-YBAKM,Female,Yes,No,Yes,Fiber optic,Yes,No,No,Yes,Yes,Yes,One year,Yes,Mailed check,1000 INR,No
4049-ZPALD,Female,Yes,No,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),1000 INR,No
2722-VOJQL,Male,No,No,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,One year,Yes,Credit card (automatic),1100 INR,No
9289-LBQVU,Male,Yes,No,Yes,DSL,No,Yes,No,Yes,No,Yes,One year,Yes,Mailed check,800 INR,No
4423-JWZJN,Male,Yes,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,One year,No,Credit card (automatic),1000 INR,No
4942-VZZOM,Male,Yes,No,Yes,DSL,Yes,No,No,No,Yes,No,One year,Yes,Credit card (automatic),700 INR,No
3566-CAAYU,Female,Yes,Yes,No,DSL,No,Yes,Yes,Yes,No,Yes,Two year,No,Electronic check,500 INR,No
2324-EFHVG,Male,No,No,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),1100 INR,No
6096-EGVTU,Female,Yes,Yes,Yes,No,No,No,No,No,No,No,One year,No,Mailed check,300 INR,No
9795-NREXC,Female,Yes,No,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),900 INR,No
0864-FVJNJ,Female,Yes,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,No,Electronic check,1200 INR,No
2845-KDHVX,Female,Yes,No,Yes,DSL,No,Yes,Yes,Yes,No,Yes,Two year,Yes,Mailed check,700 INR,No
5921-NGYRH,Male,Yes,No,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Mailed check,800 INR,No
0083-PIVIK,Male,No,No,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,One year,No,Electronic check,900 INR,No
9888-ZCUMM,Male,Yes,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),700 INR,No
0617-AQNWT,Female,Yes,No,No,DSL,Yes,No,Yes,Yes,No,Yes,Two year,No,Electronic check,500 INR,No
6848-HJTXY,Female,Yes,No,Yes,No,No,No,No,No,No,No,Two year,No,Credit card (automatic),200 INR,No
9586-JGQKH,Female,Yes,No,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),1100 INR,No
1891-QRQSA,Male,Yes,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),1200 INR,No
4654-DLAMQ,Female,Yes,No,Yes,Fiber optic,Yes,Yes,Yes,No,No,Yes,One year,No,Bank transfer (automatic),1000 INR,No
9076-AXYIK,Male,Yes,No,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Two year,No,Electronic check,1100 INR,No
1728-CXQBE,Male,Yes,No,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,1000 INR,No
8495-LJDFO,Female,No,No,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),1100 INR,No
8659-HDIYE,Female,No,No,Yes,DSL,No,Yes,Yes,Yes,No,Yes,Month-to-month,No,Credit card (automatic),800 INR,No
1080-BWSYE,Male,Yes,No,Yes,No,No,No,No,No,No,No,Two year,No,Credit card (automatic),300 INR,No
8979-CAMGB,Male,No,No,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,No,Electronic check,1100 INR,No
6139-ZZRBQ,Male,No,No,Yes,No,No,No,No,No,No,No,Two year,Yes,Bank transfer (automatic),300 INR,No
8348-JLBUG,Male,Yes,No,Yes,Fiber optic,Yes,No,Yes,No,No,No,One year,No,Credit card (automatic),900 INR,No
1468-DEFNC,Male,Yes,Yes,Yes,No,No,No,No,No,No,No,Two year,Yes,Bank transfer (automatic),300 INR,No
7426-GSWPO,Male,No,No,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),1100 INR,No
7359-SSBJK,Female,No,No,Yes,DSL,Yes,Yes,No,Yes,Yes,No,Two year,Yes,Credit card (automatic),800 INR,No
6211-WHMYA,Female,No,No,No,DSL,No,Yes,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,500 INR,No
6067-NGCEU,Female,No,No,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),1200 INR,No
5716-EZXZN,Female,Yes,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,No,Two year,Yes,Credit card (automatic),1000 INR,No
2040-LDIWQ,Male,Yes,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),900 INR,No
2560-PPCHE,Female,No,No,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),1100 INR,No
0374-FIUCA,Male,Yes,No,Yes,No,No,No,No,No,No,No,Two year,Yes,Credit card (automatic),300 INR,No
7207-RMRDB,Female,Yes,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,1100 INR,Yes
9565-FLVCG,Male,Yes,Yes,Yes,DSL,Yes,Yes,No,No,No,Yes,Two year,Yes,Mailed check,700 INR,No
7596-ZYWBB,Female,No,No,Yes,DSL,Yes,Yes,No,Yes,No,No,Two year,Yes,Mailed check,600 INR,No
2753-JMMCV,Male,No,No,Yes,DSL,No,Yes,Yes,Yes,No,Yes,Two year,Yes,Credit card (automatic),800 INR,No
7969-FFOWG,Male,Yes,Yes,Yes,No,No,No,No,No,No,No,Two year,No,Mailed check,200 INR,No
6916-HIJSE,Female,No,No,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),900 INR,No
2692-AQCPF,Female,Yes,No,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),1100 INR,No
1830-GGFNM,Male,Yes,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,No,Two year,No,Credit card (automatic),1000 INR,No
7941-RCJOW,Male,No,No,Yes,No,No,No,No,No,No,No,Two year,Yes,Credit card (automatic),200 INR,No
6908-VVYHM,Male,Yes,No,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,1000 INR,No
6990-YNRIO,Male,Yes,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),1100 INR,Yes
9359-JANWS,Female,Yes,No,Yes,DSL,Yes,No,Yes,Yes,No,No,Two year,No,Credit card (automatic),600 INR,No
7188-CBBBA,Female,No,No,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,One year,Yes,Electronic check,1000 INR,No
9614-RMGHA,Male,Yes,No,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),1000 INR,Yes
3571-RFHAR,Male,No,No,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,1100 INR,No
2050-ONYDQ,Female,Yes,Yes,Yes,No,No,No,No,No,No,No,Two year,No,Credit card (automatic),300 INR,No
3227-WLKLI,Female,Yes,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),1000 INR,No
3096-YXENJ,Female,Yes,No,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),1100 INR,No
4837-QUSFT,Female,Yes,No,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,No,One year,Yes,Bank transfer (automatic),1100 INR,No
1163-VIPRI,Female,Yes,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,No,Electronic check,1100 INR,No
0960-HUWBM,Male,Yes,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),1100 INR,No
6734-JDTTV,Male,Yes,Yes,Yes,No,No,No,No,No,No,No,Two year,Yes,Credit card (automatic),200 INR,No
2662-NNTDK,Male,No,No,Yes,No,No,No,No,No,No,No,One year,No,Credit card (automatic),300 INR,No
4293-ETKAP,Female,Yes,Yes,Yes,DSL,No,Yes,No,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),800 INR,No
8498-XXGWA,Female,Yes,No,Yes,DSL,Yes,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,600 INR,No
8747-UDCOI,Female,Yes,No,Yes,No,No,No,No,No,No,No,Two year,No,Bank transfer (automatic),200 INR,No
2649-HWLYB,Male,Yes,No,Yes,DSL,Yes,No,Yes,Yes,No,Yes,Two year,No,Bank transfer (automatic),800 INR,No
9253-VIFJQ,Male,Yes,No,Yes,DSL,Yes,Yes,Yes,No,No,No,One year,No,Credit card (automatic),700 INR,No
8316-BBQAY,Female,No,No,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),600 INR,No
6333-YDVLT,Male,No,No,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),1100 INR,No
6723-CEGQI,Female,No,Yes,No,DSL,No,Yes,No,Yes,Yes,No,Two year,No,Mailed check,500 INR,No
5458-CQJTA,Male,Yes,Yes,Yes,DSL,Yes,No,No,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),800 INR,No
6616-AALSR,Female,Yes,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Two year,Yes,Credit card (automatic),1100 INR,No
0016-QLJIS,Female,Yes,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Mailed check,1000 INR,No
2360-RDGRO,Male,Yes,No,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,1100 INR,Yes
6266-QHOJZ,Female,No,No,Yes,Fiber optic,Yes,Yes,No,Yes,No,No,One year,Yes,Electronic check,900 INR,No
6196-HBOBZ,Male,Yes,No,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No,Two year,Yes,Electronic check,1000 INR,No
0485-ZBSLN,Male,Yes,Yes,Yes,No,No,No,No,No,No,No,Two year,No,Credit card (automatic),300 INR,No
9227-YBAXE,Female,Yes,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),900 INR,No
2799-TSLAG,Female,Yes,Yes,Yes,No,No,No,No,No,No,No,Two year,Yes,Bank transfer (automatic),300 INR,No
5982-XMDEX,Female,No,No,Yes,No,No,No,No,No,No,No,Two year,No,Bank transfer (automatic),300 INR,No
5666-MBJPT,Male,No,No,Yes,No,No,No,No,No,No,No,Two year,Yes,Bank transfer (automatic),300 INR,No
1972-XMUWV,Female,Yes,No,Yes,DSL,No,No,No,Yes,Yes,No,Two year,Yes,Credit card (automatic),600 INR,No
3197-NNYNB,Male,No,No,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Two year,No,Credit card (automatic),1100 INR,No
5055-MGMGF,Female,Yes,No,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,1100 INR,Yes
2296-DKZFP,Female,Yes,No,Yes,DSL,Yes,Yes,Yes,No,No,Yes,Two year,No,Bank transfer (automatic),800 INR,No
0687-ZVTHB,Male,Yes,Yes,Yes,DSL,Yes,Yes,Yes,No,No,Yes,One year,No,Credit card (automatic),800 INR,Yes
2580-ATZSQ,Female,Yes,Yes,Yes,DSL,Yes,Yes,Yes,No,No,No,One year,No,Bank transfer (automatic),700 INR,No
0623-EJQEG,Male,No,No,Yes,Fiber optic,Yes,No,No,Yes,No,Yes,One year,No,Electronic check,1000 INR,No
2097-YVPKN,Male,No,No,Yes,No,No,No,No,No,No,No,Two year,No,Mailed check,300 INR,No
8079-XRJRS,Male,Yes,No,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,One year,No,Electronic check,900 INR,Yes
4616-ULAOA,Female,Yes,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),1200 INR,No
9058-HRZSV,Female,Yes,No,Yes,Fiber optic,Yes,Yes,Yes,No,No,Yes,Month-to-month,No,Electronic check,1000 INR,No
3419-SNJJD,Female,Yes,No,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),1100 INR,Yes
3729-OWRVL,Male,No,No,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,1200 INR,No
9052-VKDUW,Female,Yes,No,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),1100 INR,No
9906-NHHVC,Female,No,No,No,DSL,No,Yes,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),600 INR,No
3761-FLYZI,Female,Yes,No,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),1100 INR,No
2307-FYNNL,Male,No,No,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,1100 INR,No
4832-VRBMR,Male,Yes,No,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),1100 INR,No
9776-OJUZI,Female,No,No,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),1000 INR,No
8433-WPJTV,Female,Yes,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),1100 INR,No
5397-TUPSH,Male,Yes,No,Yes,Fiber optic,No,No,No,No,No,No,One year,Yes,Bank transfer (automatic),800 INR,No
3982-DQLUS,Male,Yes,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,900 INR,No
3756-VNWDH,Male,Yes,No,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,One year,Yes,Electronic check,1100 INR,No
8065-BVEPF,Male,No,No,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),1000 INR,No
7067-KSAZT,Female,Yes,No,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,1100 INR,No
5336-UFNZP,Female,Yes,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,1100 INR,No
8777-MBMTS,Female,Yes,No,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),1100 INR,No
6435-VWCCY,Male,Yes,No,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,Two year,Yes,Credit card (automatic),1000 INR,No
2378-VTKDH,Male,Yes,No,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,1100 INR,Yes
7233-PAHHL,Male,Yes,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Mailed check,900 INR,No
0230-WEQUW,Male,Yes,No,No,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),600 INR,No
7520-HQWJU,Female,Yes,Yes,Yes,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),700 INR,No
2977-CEBSX,Female,No,No,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),1000 INR,No
1096-ADRUX,Female,Yes,Yes,Yes,Fiber optic,No,No,No,No,No,No,One year,Yes,Bank transfer (automatic),800 INR,No
2804-ETQDK,Male,No,Yes,Yes,No,No,No,No,No,No,No,Two year,No,Mailed check,300 INR,No
1525-LNLOJ,Male,Yes,Yes,Yes,DSL,No,No,Yes,No,Yes,No,Two year,Yes,Bank transfer (automatic),700 INR,No
5730-DBDSI,Male,No,No,Yes,No,No,No,No,No,No,No,Two year,No,Bank transfer (automatic),200 INR,No
3224-DFQNQ,Female,Yes,No,Yes,Fiber optic,Yes,Yes,No,Yes,No,No,One year,No,Electronic check,900 INR,No
1764-VUUMT,Male,No,Yes,Yes,No,No,No,No,No,No,No,Two year,No,Credit card (automatic),200 INR,No
1767-CJKBA,Male,No,No,Yes,No,No,No,No,No,No,No,Two year,No,Mailed check,300 INR,No
0455-ENTCR,Male,Yes,No,Yes,DSL,Yes,Yes,No,Yes,Yes,Yes,Two year,No,Electronic check,900 INR,No
9795-SHUHB,Female,Yes,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,Two year,Yes,Credit card (automatic),600 INR,No
3838-OZURD,Male,Yes,No,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),1100 INR,Yes
7073-QETQY,Male,Yes,Yes,Yes,No,No,No,No,No,No,No,One year,Yes,Electronic check,300 INR,No
9337-SRRNI,Male,No,Yes,Yes,No,No,No,No,No,No,No,Two year,Yes,Credit card (automatic),300 INR,No
2003-CKLOR,Male,No,No,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,1000 INR,No
4999-IEZLT,Male,No,No,No,DSL,No,No,No,Yes,No,No,One year,No,Credit card (automatic),300 INR,No
1442-OKRJE,Male,Yes,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),1100 INR,No
6097-EQISJ,Female,Yes,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),1100 INR,Yes
8646-JCOMS,Female,Yes,No,Yes,Fiber optic,No,Yes,Yes,Yes,No,No,One year,Yes,Bank transfer (automatic),1000 INR,No
2430-RRYUW,Male,No,No,Yes,DSL,Yes,Yes,No,No,No,No,One year,Yes,Mailed check,600 INR,No
7996-MHXLW,Female,No,No,Yes,No,No,No,No,No,No,No,Two year,Yes,Credit card (automatic),300 INR,No
8548-AWOFC,Male,Yes,No,Yes,DSL,No,No,No,Yes,No,Yes,Month-to-month,No,Electronic check,700 INR,No
0839-JTCUD,Female,Yes,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),900 INR,No
5498-IBWPI,Female,Yes,Yes,Yes,DSL,No,No,No,Yes,No,No,One year,Yes,Credit card (automatic),500 INR,No
0277-ORXQS,Male,Yes,Yes,No,DSL,No,No,No,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),600 INR,No
8780-YRMTT,Female,No,No,No,DSL,Yes,Yes,Yes,Yes,No,No,Two year,Yes,Mailed check,500 INR,No
8414-OOEEL,Male,No,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),800 INR,No
3948-KXDUF,Male,No,No,Yes,DSL,Yes,Yes,Yes,Yes,No,No,Two year,No,Bank transfer (automatic),700 INR,No
3763-GCZHZ,Male,Yes,No,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,One year,Yes,Electronic check,1100 INR,No
5993-JSUWV,Female,No,No,Yes,DSL,Yes,Yes,Yes,No,No,No,Two year,Yes,Bank transfer (automatic),700 INR,No
5485-ITNPC,Male,Yes,No,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),900 INR,No
3617-XLSGQ,Female,Yes,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Two year,No,Bank transfer (automatic),1100 INR,No
3745-HRPHI,Male,Yes,Yes,No,DSL,No,No,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),600 INR,No
9494-BDNNC,Male,Yes,No,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,One year,No,Electronic check,1000 INR,No
9821-BESNZ,Male,No,No,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,One year,Yes,Electronic check,1100 INR,No
1469-LBJQJ,Female,Yes,No,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,1100 INR,No
7973-DZRKH,Female,No,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,No,Two year,Yes,Credit card (automatic),1000 INR,No
7008-LZVOZ,Male,Yes,Yes,Yes,No,No,No,No,No,No,No,Two year,Yes,Credit card (automatic),300 INR,No
6242-FEGFD,Male,Yes,No,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,No,Two year,No,Mailed check,1000 INR,No
7729-XBTWX,Male,Yes,Yes,Yes,No,No,No,No,No,No,No,Two year,Yes,Mailed check,200 INR,No
9896-UYMIE,Male,No,No,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),1200 INR,No
3086-RUCRN,Female,No,No,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),1100 INR,Yes
8042-RNLKO,Male,No,No,Yes,No,No,No,No,No,No,No,One year,No,Bank transfer (automatic),300 INR,No
0420-TXVSG,Male,Yes,No,Yes,DSL,Yes,Yes,Yes,No,No,No,Two year,Yes,Credit card (automatic),700 INR,No
7975-JMZNT,Male,Yes,No,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),1000 INR,No
5176-OLSKT,Female,Yes,No,Yes,DSL,Yes,Yes,Yes,No,No,No,Two year,No,Bank transfer (automatic),700 INR,No
3569-VLDHH,Male,Yes,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,One year,Yes,Electronic check,800 INR,No
8404-VIOMB,Female,No,No,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),700 INR,No
8165-CBKXO,Male,Yes,Yes,No,DSL,No,Yes,Yes,No,Yes,Yes,Two year,Yes,Credit card (automatic),600 INR,No
0052-DCKON,Male,Yes,No,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,No,Bank transfer (automatic),1200 INR,No
7762-URZQH,Male,Yes,No,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Two year,Yes,Credit card (automatic),1100 INR,No
7113-HIPFI,Male,Yes,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No,Two year,No,Mailed check,700 INR,No
5317-FLPJF,Female,No,No,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),700 INR,No
6408-OTUBZ,Female,No,No,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,One year,Yes,Bank transfer (automatic),1100 INR,No
3727-OVPRY,Male,Yes,Yes,Yes,No,No,No,No,No,No,No,One year,Yes,Credit card (automatic),300 INR,No
4274-DRSQT,Female,No,No,Yes,Fiber optic,No,Yes,No,No,Yes,No,One year,Yes,Bank transfer (automatic),900 INR,No
0771-CHWSK,Male,No,No,Yes,DSL,Yes,Yes,Yes,No,No,Yes,Two year,Yes,Credit card (automatic),800 INR,No
8232-CTLKO,Female,Yes,Yes,Yes,DSL,Yes,No,No,No,Yes,No,Two year,Yes,Electronic check,600 INR,No
9644-KVCNC,Female,No,No,Yes,Fiber optic,No,No,Yes,No,Yes,No,One year,Yes,Bank transfer (automatic),1000 INR,No
5321-NTRKC,Male,Yes,Yes,Yes,DSL,No,Yes,Yes,No,Yes,Yes,Two year,No,Bank transfer (automatic),800 INR,No
9800-OUIGR,Male,Yes,Yes,Yes,No,No,No,No,No,No,No,Two year,No,Credit card (automatic),200 INR,No
0130-SXOUN,Male,No,No,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,No,Credit card (automatic),900 INR,No
1302-TPUBN,Male,No,No,Yes,No,No,No,No,No,No,No,Two year,No,Bank transfer (automatic),200 INR,No
0531-XBKMM,Male,No,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,Two year,No,Bank transfer (automatic),700 INR,No
3186-AJIEK,Male,No,No,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),1100 INR,Yes
5067-XJQFU,Male,Yes,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,1100 INR,No
5386-THSLQ,Female,Yes,No,No,DSL,No,Yes,Yes,No,Yes,No,One year,No,Bank transfer (automatic),500 INR,No
7134-MJPDY,Female,No,No,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),1100 INR,No
6797-UCJHZ,Female,Yes,No,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,No,Credit card (automatic),1100 INR,No
8016-ZMGMO,Female,Yes,No,Yes,DSL,No,Yes,Yes,No,Yes,No,One year,Yes,Bank transfer (automatic),800 INR,No
1013-QCWAM,Female,Yes,No,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,1100 INR,Yes
1587-FKLZB,Male,Yes,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),1000 INR,Yes
